,PassOrFail,Injection_Time,Filling_Time,Plasticizing_Time,Cycle_Time,Clamp_Close_Time,Cushion_Position,Plasticizing_Position,Clamp_Open_Position,Max_Injection_Speed,Max_Screw_RPM,Average_Screw_RPM,Max_Injection_Pressure,Max_Switch_Over_Pressure,Max_Back_Pressure,Average_Back_Pressure,Barrel_Temperature_1,Barrel_Temperature_2,Barrel_Temperature_3,Barrel_Temperature_4,Barrel_Temperature_5,Barrel_Temperature_6,Hopper_Temperature,Mold_Temperature_3,Mold_Temperature_4
1425,0,-0.029099449053866445,-1.1925314031676417,1.9777373985051105,0.2495106849178133,1.0330781477474453,2.8676077756748666,-1.7558155003680778,0.0,2.187583295011355,0.6771090687267649,-0.4217977735906751,-2.0779613663043452,-1.1849017967012903,-1.3302495473814138,-1.3068776064033851,0.09662861106977294,-0.49617470017850324,-0.0020813214763596324,0.04774926271712467,0.28272749205848513,-0.3541839203187871,0.18323231509872762,-1.3934848920072405,-1.5760416601295404
1426,0,-0.029099449053866445,-1.1925314031676417,1.9777373985051105,0.2495106849178133,1.0330781477474453,2.8676077756748666,-1.7558155003680778,0.0,2.187583295011355,0.6771090687267649,-0.4217977735906751,-2.0779613663043452,-1.1849017967012903,-1.3302495473814138,-1.3068776064033851,0.09662861106977294,-0.49617470017850324,-0.0020813214763596324,0.04774926271712467,0.28272749205848513,-0.3541839203187871,0.18323231509872762,-1.3934848920072405,-1.5760416601295404
1427,0,-0.029099449053866445,-1.1925314031676417,1.5287778107876637,0.2495106849178133,1.0330781477474453,2.0750885401389327,-0.1929275362983494,0.0,2.187583295011355,0.6771090687267649,-0.4217977735906751,-1.4216416385498971,-0.9747860302394709,-1.0191325369805655,-0.841876691871327,0.5628437163914318,1.4425671138549763,-0.0020813214763596324,0.3402616584501448,1.8500958125997804,-0.8512966597545312,0.18323231509872762,-1.5359681331845172,-1.5760416601295404
1428,0,-0.029099449053866445,-1.1925314031676417,1.5287778107876637,0.2495106849178133,1.0330781477474453,2.0750885401389327,-0.1929275362983494,0.0,2.187583295011355,0.6771090687267649,-0.4217977735906751,-1.4216416385498971,-0.9747860302394709,-1.0191325369805655,-0.841876691871327,0.5628437163914318,1.4425671138549763,-0.0020813214763596324,0.3402616584501448,1.8500958125997804,-0.8512966597545312,0.18323231509872762,-1.5359681331845172,-1.5760416601295404
1429,0,-0.029099449053866445,-1.1925314031676417,0.6308800429241849,-0.2987077097782034,1.0330781477474453,1.2777072234033922,-1.7558155003680778,0.0,1.40255433466711,0.6771090687267649,2.655763759644376,-0.7652217551830952,-0.5545865564805382,-0.7080273944801931,-1.539373629092038,1.2620952399361232,-0.2538134838594481,-0.0020813214763596324,0.9252418187908061,0.28272749205848513,-1.3484852595196677,0.2849101777283606,-1.5359681331845172,-1.5760416601295404
1430,0,-0.029099449053866445,-1.1925314031676417,0.6308800429241849,-0.2987077097782034,1.0330781477474453,1.2777072234033922,-1.7558155003680778,0.0,1.40255433466711,0.6771090687267649,2.655763759644376,-0.7652217551830952,-0.5545865564805382,-0.7080273944801931,-1.539373629092038,1.2620952399361232,-0.2538134838594481,-0.0020813214763596324,0.9252418187908061,0.28272749205848513,-1.3484852595196677,0.2849101777283606,-1.5359681331845172,-1.5760416601295404
1431,0,-0.029099449053866445,-1.1925314031676417,2.202217192363834,0.2495106849178133,1.0330781477474453,1.2777072234033922,-1.7558155003680778,0.0,1.40255433466711,-0.6657520460385187,1.1169829930268504,-1.4216416385498971,-0.13438708272160568,-0.7080273944801931,-1.0743727145599797,-1.535053123118236,0.7155574231572918,-1.5386259464987528,0.9252418187908061,-0.6577508990084993,-0.8512966597545312,0.2849101777283606,-1.3934848920072405,-1.5760416601295404
1432,0,-0.029099449053866445,-1.1925314031676417,2.202217192363834,0.2495106849178133,1.0330781477474453,1.2777072234033922,-1.7558155003680778,0.0,1.40255433466711,-0.6657520460385187,1.1169829930268504,-1.4216416385498971,-0.13438708272160568,-0.7080273944801931,-1.0743727145599797,-1.535053123118236,0.7155574231572918,-1.5386259464987528,0.9252418187908061,-0.6577508990084993,-0.8512966597545312,0.2849101777283606,-1.3934848920072405,-1.5760416601295404
1433,0,-0.029099449053866445,-1.1925314031676417,1.0798396306416318,0.2495106849178133,1.0330781477474453,2.0750885401389327,-1.7558155003680778,0.0,1.40255433466711,0.6771090687267649,1.1169829930268504,-1.4216416385498971,-0.13438708272160568,-0.7080273944801931,-1.3068776064033851,0.7958801346144643,1.6849283301740314,1.8417909851987668,0.04774926271712467,-0.030765304963843006,1.1373060186469475,0.18323231509872762,-1.3934848920072405,-1.5760416601295404
1434,0,-0.029099449053866445,-1.1925314031676417,1.0798396306416318,0.2495106849178133,1.0330781477474453,2.0750885401389327,-1.7558155003680778,0.0,1.40255433466711,0.6771090687267649,1.1169829930268504,-1.4216416385498971,-0.13438708272160568,-0.7080273944801931,-1.3068776064033851,0.7958801346144643,1.6849283301740314,1.8417909851987668,0.04774926271712467,-0.030765304963843006,1.1373060186469475,0.18323231509872762,-1.3934848920072405,-1.5760416601295404
